Id_hp,Nama_hp,Brand,Harga,Ram,Memori_internal,Ukuran_layar,Resolusi_kamera,Kapasitas_baterai,Os,Rating_pengguna,Tahun_rilis,Stok_tersedia
510,OnePlus Ultra 6,OnePlus,22806831,8,64,6.4,64MP,6000,Android,3.2,1/31/2020,FALSE
511,OnePlus Ultra 7,OnePlus,20066198,8,128,6.5,64MP,6000,Android,1.7,7/22/2022,TRUE
512,OnePlus Ultra 7,OnePlus,22821178,16,256,6.5,64MP,4500,Android,1.6,9/15/2019,FALSE
513,OnePlus Ultra 8,OnePlus,23282104,4,64,6.7,64MP,4500,Android,1.8,3/6/2024,FALSE
514,Oppo Max 10,Oppo,21204576,6,512,6.4,12MP,6000,Android,3.8,6/24/2021,TRUE
515,Oppo Max 11,Oppo,1900039,12,512,6.7,48MP,4000,Android,2.6,7/22/2022,TRUE
516,Oppo Max 12,Oppo,11628532,6,512,6.1,50MP,6000,Android,4.7,9/17/2019,TRUE
517,Oppo Max 13,Oppo,6672277,12,64,5.5,50MP,5000,Android,1.4,11/8/2019,FALSE
518,Oppo Max 14,Oppo,6043699,16,512,6.1,108MP,5000,Android,1.5,2/20/2023,FALSE
519,Oppo Max 14,Oppo,16447186,16,128,6.4,64MP,6000,Android,3.5,12/28/2022,FALSE
520,Oppo Max 14,Oppo,17976626,16,512,6.4,64MP,4500,Android,4.5,9/22/2023,TRUE
521,Oppo Max 15,Oppo,20695812,16,64,6.7,108MP,6000,Android,1.8,12/28/2022,FALSE
522,Oppo Max 16,Oppo,7113005,16,128,6.8,108MP,4000,Android,1.5,11/24/2019,FALSE
523,Oppo Max 16,Oppo,8997137,8,256,6.7,108MP,6000,Android,4.7,3/26/2020,FALSE
524,Oppo Max 18,Oppo,22051059,12,128,6.5,12MP,4500,Android,2.9,6/25/2022,TRUE
525,Oppo Max 21,Oppo,21415448,8,128,6.1,48MP,6000,Android,4.3,10/16/2020,TRUE
526,Oppo Max 24,Oppo,1762788,8,256,5.5,12MP,5000,Android,2.5,2/10/2024,FALSE
527,Oppo Max 24,Oppo,16162548,8,128,6.5,108MP,5000,Android,1.9,12/21/2020,TRUE
528,Oppo Max 28,Oppo,9405893,4,128,6.4,64MP,4000,Android,3.8,8/11/2022,FALSE
529,Oppo Max 30,Oppo,7994546,16,256,5.5,50MP,4500,Android,1.3,6/26/2022,TRUE
530,Oppo Max 5,Oppo,14016331,8,128,6.1,48MP,5000,Android,4.1,3/14/2023,TRUE
531,Oppo Max 8,Oppo,19540018,4,256,6.1,108MP,4500,Android,1.7,12/25/2019,FALSE
532,Oppo Max 8,Oppo,2407971,4,64,6.5,50MP,4500,Android,1.4,3/16/2019,TRUE
533,Oppo Max 8,Oppo,20335124,16,128,6.1,12MP,4000,Android,3.3,12/21/2023,FALSE
534,Oppo Note 12,Oppo,15674168,6,128,6.8,48MP,4000,Android,1.8,11/28/2019,TRUE
535,Oppo Note 14,Oppo,20998117,6,128,6.7,50MP,4500,Android,4.1,8/26/2021,FALSE
536,Oppo Note 14,Oppo,2234996,8,512,6.8,108MP,4500,Android,4.9,4/7/2020,FALSE
537,Oppo Note 15,Oppo,19617071,4,512,6.7,64MP,5000,Android,2.6,3/8/2023,TRUE
538,Oppo Note 16,Oppo,2517955,8,64,5.5,108MP,6000,Android,2.2,5/13/2023,FALSE
539,Oppo Note 18,Oppo,20871615,6,256,6.5,50MP,6000,Android,4.2,2/28/2019,FALSE
540,Oppo Note 19,Oppo,10627512,4,512,6.5,108MP,5000,Android,1.7,1/30/2019,FALSE
541,Oppo Note 19,Oppo,21149204,16,64,6.5,64MP,4000,Android,3.4,5/26/2020,FALSE
542,Oppo Note 21,Oppo,9079278,8,128,6.7,48MP,4000,Android,4.6,4/9/2024,FALSE
543,Oppo Note 21,Oppo,4333261,12,512,6.4,50MP,4000,Android,3.6,9/9/2021,TRUE
544,Oppo Note 24,Oppo,22267891,6,64,6.4,50MP,6000,Android,4.1,1/30/2024,FALSE
545,Oppo Note 25,Oppo,18672229,8,512,6.5,50MP,6000,Android,1.6,7/23/2022,FALSE
546,Oppo Note 25,Oppo,6399552,8,128,6.7,108MP,6000,Android,4,7/28/2022,FALSE
547,Oppo Note 26,Oppo,20168107,12,128,5.5,48MP,6000,Android,2.3,6/22/2024,FALSE
548,Oppo Note 26,Oppo,14404589,6,128,6.4,50MP,5000,Android,4.3,5/22/2022,FALSE
549,Oppo Note 28,Oppo,21097682,16,256,6.8,50MP,4000,Android,2.2,1/16/2023,FALSE
550,Oppo Note 29,Oppo,16018579,4,512,6.1,12MP,5000,Android,1.8,5/23/2019,FALSE
551,Oppo Note 29,Oppo,5326233,16,512,6.4,50MP,4000,Android,1.5,4/21/2019,FALSE
552,Oppo Note 5,Oppo,13329418,16,64,5.5,12MP,4000,Android,3.6,5/25/2024,FALSE
553,Oppo Note 6,Oppo,5329004,12,128,6.4,50MP,4000,Android,3.5,11/10/2022,TRUE
554,Oppo Note 8,Oppo,7985747,6,256,6.8,64MP,4500,Android,1.5,5/13/2021,FALSE
555,Oppo Note 9,Oppo,3705286,6,256,6.7,48MP,4500,Android,3,3/20/2021,FALSE
556,Oppo Pro 11,Oppo,10669727,12,128,6.4,50MP,5000,Android,1.2,1/4/2022,TRUE
557,Oppo Pro 12,Oppo,19832476,8,128,6.7,64MP,6000,Android,2.2,2/8/2024,FALSE
558,Oppo Pro 12,Oppo,18254923,16,64,6.4,50MP,6000,Android,2.9,7/20/2022,FALSE
559,Oppo Pro 13,Oppo,24078265,16,512,6.5,50MP,5000,Android,3.6,11/4/2021,FALSE
560,Oppo Pro 14,Oppo,8572840,12,64,6.1,12MP,6000,Android,1.7,9/26/2019,FALSE
561,Oppo Pro 15,Oppo,10310020,12,128,6.4,108MP,6000,Android,2.7,3/4/2020,FALSE
562,Oppo Pro 15,Oppo,2752397,6,512,5.5,48MP,4500,Android,3.3,3/9/2019,TRUE
563,Oppo Pro 15,Oppo,14501482,16,128,6.4,108MP,5000,Android,3,9/4/2019,TRUE
564,Oppo Pro 16,Oppo,24726137,6,512,6.8,108MP,4000,Android,2.7,7/1/2022,TRUE
565,Oppo Pro 18,Oppo,1570627,12,256,5.5,12MP,4000,Android,1.1,12/20/2020,TRUE
566,Oppo Pro 18,Oppo,23176600,16,512,6.7,64MP,4000,Android,3.7,10/8/2023,FALSE
567,Oppo Pro 19,Oppo,16056002,8,128,6.5,48MP,5000,Android,1.5,9/6/2023,FALSE
568,Oppo Pro 20,Oppo,22541042,4,512,6.8,50MP,6000,Android,3.7,7/1/2021,FALSE
569,Oppo Pro 20,Oppo,15106127,16,512,6.7,12MP,5000,Android,2.6,6/20/2022,TRUE
570,Oppo Pro 20,Oppo,16234332,6,512,6.7,50MP,4000,Android,4.4,11/25/2021,TRUE
571,Oppo Pro 21,Oppo,13671960,6,64,6.1,48MP,6000,Android,2.8,1/18/2023,TRUE
572,Oppo Pro 22,Oppo,23092783,6,128,6.8,64MP,6000,Android,1.5,8/17/2019,TRUE
573,Oppo Pro 25,Oppo,10586832,16,256,6.8,50MP,6000,Android,4.5,3/7/2023,TRUE
574,Oppo Pro 28,Oppo,17891423,6,128,6.4,50MP,6000,Android,3.9,12/25/2019,TRUE
575,Oppo Pro 6,Oppo,8169681,8,64,6.5,12MP,4000,Android,3.7,5/1/2024,FALSE
576,Oppo Pro 6,Oppo,22012586,16,512,6.8,50MP,4000,Android,3.1,3/5/2020,FALSE
577,Oppo Pro 6,Oppo,9470373,4,128,5.5,12MP,4500,Android,3.1,6/27/2019,FALSE
578,Oppo Pro 8,Oppo,9990974,4,256,6.4,64MP,4000,Android,1.5,10/27/2019,TRUE
579,Oppo Pro 8,Oppo,19163662,16,128,6.5,64MP,4500,Android,2.7,2/8/2021,FALSE
580,Oppo Ultra 11,Oppo,3193413,12,128,6.1,50MP,4000,Android,3.8,12/13/2021,TRUE
581,Oppo Ultra 13,Oppo,15928270,6,256,6.5,12MP,5000,Android,3.2,4/23/2024,TRUE
582,Oppo Ultra 14,Oppo,2733885,8,512,6.4,108MP,5000,Android,2,6/20/2023,TRUE
583,Oppo Ultra 14,Oppo,5914817,16,64,5.5,108MP,5000,Android,2.8,3/27/2019,FALSE
584,Oppo Ultra 15,Oppo,3606719,8,512,6.4,12MP,5000,Android,4.3,11/17/2020,TRUE
585,Oppo Ultra 15,Oppo,13483544,8,256,6.1,64MP,4000,Android,4.1,12/18/2021,TRUE
586,Oppo Ultra 17,Oppo,24083343,6,256,5.5,64MP,6000,Android,1.9,12/10/2019,FALSE
587,Oppo Ultra 18,Oppo,19095973,12,64,6.5,64MP,4500,Android,4.5,12/3/2019,TRUE
588,Oppo Ultra 20,Oppo,6684973,4,512,6.1,64MP,4000,Android,3.6,8/22/2021,FALSE
589,Oppo Ultra 21,Oppo,7382631,4,128,5.5,12MP,4000,Android,3,4/11/2020,TRUE
590,Oppo Ultra 22,Oppo,2648254,6,128,6.4,50MP,6000,Android,1.5,8/31/2022,FALSE
591,Oppo Ultra 22,Oppo,19377973,6,64,6.8,50MP,4500,Android,4.8,10/19/2022,TRUE
592,Oppo Ultra 23,Oppo,24544760,16,512,6.7,50MP,5000,Android,2.3,3/3/2019,FALSE
593,Oppo Ultra 23,Oppo,13834440,16,64,6.7,50MP,4000,Android,2.5,2/4/2021,FALSE
594,Oppo Ultra 24,Oppo,6042246,6,512,6.8,12MP,4500,Android,2.2,6/1/2023,TRUE
595,Oppo Ultra 27,Oppo,14628507,4,128,6.8,50MP,4500,Android,4.2,4/2/2024,TRUE
596,Oppo Ultra 28,Oppo,10311337,8,64,6.5,108MP,6000,Android,4.9,6/11/2021,TRUE
597,Oppo Ultra 29,Oppo,2836545,8,64,6.7,108MP,4000,Android,3.3,5/10/2020,TRUE
598,Oppo Ultra 30,Oppo,15241640,12,64,6.7,50MP,5000,Android,2.2,1/5/2023,FALSE
599,Oppo Ultra 6,Oppo,18429262,16,64,6.5,48MP,5000,Android,4.1,8/27/2019,FALSE
600,Oppo Ultra 7,Oppo,15259267,12,64,5.5,50MP,4500,Android,4.8,9/20/2022,FALSE
601,Oppo Ultra 9,Oppo,16747793,6,512,6.7,12MP,4000,Android,4.5,8/20/2022,FALSE
602,Realme Max 10,Realme,16311828,12,256,5.5,64MP,6000,Android,2.7,10/25/2023,FALSE
603,Realme Max 15,Realme,3156318,16,256,6.5,108MP,4500,Android,3.3,3/30/2023,FALSE
604,Realme Max 16,Realme,24782298,6,128,6.5,64MP,6000,Android,3.4,4/9/2022,TRUE
605,Realme Max 17,Realme,13646735,6,512,6.8,50MP,4000,Android,1.2,2/26/2024,TRUE
606,Realme Max 18,Realme,23055944,16,128,6.8,50MP,4500,Android,4.6,12/5/2020,FALSE
607,Realme Max 19,Realme,19436376,4,256,6.1,64MP,4000,Android,3.6,8/15/2021,FALSE
608,Realme Max 20,Realme,20769883,16,256,6.7,108MP,4000,Android,1.9,2/2/2022,FALSE
609,Realme Max 21,Realme,20785861,6,64,6.5,50MP,5000,Android,4.2,6/21/2024,FALSE
610,Realme Max 21,Realme,15879968,6,64,6.5,108MP,4000,Android,4,1/10/2024,TRUE
611,Realme Max 23,Realme,9879436,6,512,5.5,108MP,4000,Android,1.4,12/25/2023,TRUE
612,Realme Max 23,Realme,5328645,12,128,6.1,50MP,4000,Android,1,12/26/2023,FALSE
613,Realme Max 23,Realme,22929823,6,128,6.1,50MP,4500,Android,2.2,12/23/2021,TRUE
614,Realme Max 24,Realme,11743988,4,128,6.1,108MP,5000,Android,3.7,7/24/2022,FALSE
615,Realme Max 24,Realme,4923462,16,64,6.4,48MP,6000,Android,4.1,11/4/2023,TRUE
616,Realme Max 25,Realme,1575559,6,512,6.4,12MP,4000,Android,4,4/23/2021,TRUE
617,Realme Max 26,Realme,20297304,8,128,6.5,12MP,5000,Android,1.9,10/15/2023,TRUE
618,Realme Max 27,Realme,15725998,6,128,5.5,50MP,6000,Android,4.1,8/16/2022,FALSE
619,Realme Max 5,Realme,6138119,8,256,6.1,12MP,6000,Android,4,3/24/2020,TRUE
620,Realme Max 6,Realme,7497152,8,512,6.5,12MP,4500,Android,3.6,7/30/2022,FALSE
621,Realme Max 6,Realme,20905286,6,128,6.1,64MP,4500,Android,2.8,4/30/2024,FALSE
622,Realme Max 7,Realme,3013880,4,512,6.5,64MP,6000,Android,4,7/1/2021,TRUE
623,Realme Max 7,Realme,5853359,12,64,6.4,64MP,6000,Android,3.9,9/28/2023,FALSE
624,Realme Max 8,Realme,13534478,4,512,6.4,12MP,5000,Android,2.7,10/5/2023,FALSE
625,Realme Note 11,Realme,2984139,6,64,6.8,108MP,4500,Android,2.8,6/23/2020,FALSE
626,Realme Note 11,Realme,15805775,16,64,6.1,50MP,5000,Android,4.6,9/10/2019,FALSE
627,Realme Note 12,Realme,22981641,4,64,6.7,48MP,5000,Android,4.5,2/24/2019,FALSE
628,Realme Note 14,Realme,22315930,12,256,6.7,108MP,4000,Android,1.3,3/2/2021,TRUE
629,Realme Note 16,Realme,11332930,6,256,6.5,108MP,4500,Android,4.3,4/10/2021,TRUE
630,Realme Note 17,Realme,18249641,4,64,6.7,64MP,4000,Android,3,7/10/2021,FALSE
631,Realme Note 19,Realme,7034483,8,512,6.8,108MP,5000,Android,2.6,8/7/2021,TRUE
632,Realme Note 19,Realme,11862396,4,256,5.5,48MP,5000,Android,4.7,5/12/2021,FALSE
633,Realme Note 20,Realme,12808275,6,128,6.1,12MP,6000,Android,1.7,3/25/2024,FALSE
634,Realme Note 20,Realme,20037035,6,64,6.5,48MP,4500,Android,4.9,5/5/2024,FALSE
635,Realme Note 20,Realme,9254151,16,512,6.1,108MP,5000,Android,2.6,9/12/2022,TRUE
636,Realme Note 20,Realme,19772871,6,64,6.5,48MP,4500,Android,2.8,11/30/2023,FALSE
637,Realme Note 21,Realme,6485656,6,128,6.8,50MP,4500,Android,1.9,3/21/2022,FALSE
638,Realme Note 23,Realme,20711041,6,128,6.1,50MP,4500,Android,2.3,1/15/2019,FALSE
639,Realme Note 24,Realme,11002841,12,64,6.4,64MP,4000,Android,3.2,7/1/2023,FALSE
640,Realme Note 24,Realme,17017168,8,512,6.5,64MP,4000,Android,4.3,7/31/2022,FALSE
641,Realme Note 24,Realme,10292705,6,512,6.7,48MP,4000,Android,4.2,2/4/2020,FALSE
642,Realme Note 26,Realme,4237905,12,64,6.1,108MP,4500,Android,4.7,8/10/2020,TRUE
643,Realme Note 27,Realme,18001352,4,512,5.5,12MP,5000,Android,3.3,10/7/2020,FALSE
644,Realme Note 28,Realme,4237279,8,128,6.1,12MP,4000,Android,4.6,6/23/2019,FALSE
645,Realme Note 28,Realme,14439693,16,256,6.7,12MP,4000,Android,3.9,8/28/2019,FALSE
646,Realme Note 29,Realme,10062620,12,256,6.8,64MP,6000,Android,1.1,2/18/2020,TRUE
647,Realme Note 29,Realme,15263465,12,256,6.7,50MP,4000,Android,1.5,7/19/2020,TRUE
648,Realme Note 30,Realme,17264062,16,512,6.1,64MP,5000,Android,3.9,4/22/2022,FALSE
649,Realme Note 30,Realme,6779277,8,256,6.8,108MP,4000,Android,1.8,3/28/2019,TRUE
650,Realme Note 30,Realme,9660168,8,256,5.5,50MP,5000,Android,4.7,1/1/2024,FALSE
651,Realme Note 5,Realme,19897555,4,64,6.4,50MP,4000,Android,3.5,6/3/2019,FALSE
652,Realme Note 5,Realme,15253946,6,512,6.5,48MP,5000,Android,2.6,1/14/2022,FALSE
653,Realme Note 5,Realme,19825594,8,256,6.4,108MP,6000,Android,4.3,12/31/2020,TRUE
654,Realme Note 6,Realme,5528167,4,256,6.4,108MP,5000,Android,1.6,7/17/2023,TRUE
655,Realme Note 7,Realme,10818303,6,128,6.7,48MP,4000,Android,3.9,6/21/2024,TRUE
656,Realme Note 8,Realme,16362657,6,512,6.1,108MP,5000,Android,4.6,8/16/2020,TRUE
657,Realme Note 9,Realme,7506925,6,512,6.8,64MP,4000,Android,4.5,7/14/2021,TRUE
658,Realme Pro 10,Realme,17017365,8,256,6.7,12MP,4000,Android,1.8,9/12/2021,TRUE
659,Realme Pro 11,Realme,18617484,4,128,5.5,64MP,4000,Android,3.6,8/15/2022,FALSE
660,Realme Pro 12,Realme,18887834,6,256,6.8,12MP,6000,Android,1.6,7/27/2020,FALSE
661,Realme Pro 12,Realme,20130131,4,256,5.5,108MP,4500,Android,4,7/22/2020,TRUE
662,Realme Pro 14,Realme,17813919,8,512,6.5,12MP,4500,Android,4.9,3/9/2019,FALSE
663,Realme Pro 18,Realme,14076457,16,256,6.8,50MP,6000,Android,4.3,4/15/2023,FALSE
664,Realme Pro 18,Realme,7044421,8,512,6.8,108MP,4000,Android,3.1,10/21/2020,FALSE
665,Realme Pro 18,Realme,5901275,6,256,6.5,50MP,4000,Android,4,6/21/2023,TRUE
666,Realme Pro 18,Realme,13971670,16,512,5.5,64MP,4500,Android,1,9/1/2021,FALSE
667,Realme Pro 21,Realme,6904008,12,256,6.8,64MP,5000,Android,2.2,7/2/2022,FALSE
668,Realme Pro 22,Realme,14547695,12,256,5.5,12MP,4000,Android,4,9/15/2020,TRUE
669,Realme Pro 23,Realme,6187084,6,128,6.7,48MP,4000,Android,1.9,4/15/2020,TRUE
670,Realme Pro 25,Realme,8178293,16,512,6.8,12MP,6000,Android,4.4,7/22/2021,FALSE
671,Realme Pro 25,Realme,23079442,16,128,5.5,48MP,4000,Android,2,12/19/2020,FALSE
672,Realme Pro 26,Realme,6688030,12,256,6.5,12MP,6000,Android,4.3,6/21/2024,FALSE
673,Realme Pro 27,Realme,21855150,8,256,6.8,50MP,6000,Android,2,10/23/2020,TRUE
674,Realme Pro 28,Realme,21518192,6,64,6.7,48MP,4500,Android,1.5,1/27/2022,TRUE
675,Realme Pro 29,Realme,14699576,12,64,6.7,50MP,4500,Android,4.3,11/25/2023,TRUE
676,Realme Pro 29,Realme,14974339,12,512,6.8,48MP,4000,Android,1.6,12/24/2019,TRUE
677,Realme Pro 30,Realme,17395387,16,64,6.5,50MP,5000,Android,3.6,1/5/2023,TRUE
678,Realme Pro 5,Realme,21921655,12,256,6.7,108MP,4000,Android,2.7,12/28/2022,TRUE
679,Realme Pro 7,Realme,2172249,12,256,6.7,50MP,4500,Android,2.1,1/7/2023,FALSE
680,Realme Pro 8,Realme,8160880,6,64,6.4,12MP,4500,Android,4.6,8/15/2021,FALSE
681,Realme Ultra 11,Realme,11028722,16,64,5.5,12MP,4500,Android,3.9,2/29/2024,TRUE
682,Realme Ultra 11,Realme,2215478,16,256,6.4,108MP,4000,Android,1.4,7/6/2020,TRUE
683,Realme Ultra 11,Realme,10749075,6,256,6.5,50MP,6000,Android,4.6,7/23/2023,TRUE
684,Realme Ultra 13,Realme,18699830,8,256,5.5,50MP,5000,Android,4.6,10/3/2019,FALSE
685,Realme Ultra 13,Realme,20527337,4,256,5.5,64MP,5000,Android,2.9,7/28/2023,FALSE
686,Realme Ultra 14,Realme,4076440,16,512,6.1,108MP,4000,Android,2.2,7/2/2022,TRUE
687,Realme Ultra 14,Realme,12059492,6,512,6.5,64MP,4000,Android,1.6,9/13/2021,FALSE
688,Realme Ultra 14,Realme,18840190,12,512,5.5,50MP,5000,Android,1.3,3/28/2024,FALSE
689,Realme Ultra 15,Realme,8457311,12,64,6.4,48MP,6000,Android,2.1,2/14/2020,TRUE
690,Realme Ultra 16,Realme,6675445,4,128,6.7,108MP,4500,Android,3,10/7/2021,FALSE
691,Realme Ultra 16,Realme,23427886,12,64,6.4,12MP,6000,Android,1.9,1/7/2021,FALSE
692,Realme Ultra 16,Realme,8883818,4,128,6.5,64MP,5000,Android,4.1,3/13/2022,FALSE
693,Realme Ultra 17,Realme,4420963,6,128,6.1,64MP,4500,Android,3.1,2/14/2024,TRUE
694,Realme Ultra 18,Realme,15859221,12,256,6.1,12MP,4500,Android,1.5,2/17/2024,FALSE
695,Realme Ultra 19,Realme,8778668,6,512,6.8,64MP,4500,Android,4.1,7/16/2020,FALSE
696,Realme Ultra 20,Realme,18754387,6,512,6.4,108MP,6000,Android,1.8,3/12/2024,FALSE
697,Realme Ultra 22,Realme,8370325,12,512,5.5,64MP,6000,Android,3.7,10/3/2023,FALSE
698,Realme Ultra 23,Realme,23530037,8,512,6.1,12MP,6000,Android,1.7,4/20/2023,TRUE
699,Realme Ultra 25,Realme,15125326,12,128,5.5,108MP,4500,Android,4.1,7/31/2023,FALSE
700,Realme Ultra 25,Realme,1543848,12,512,6.1,48MP,4500,Android,2.9,7/8/2020,FALSE
701,Realme Ultra 25,Realme,21232763,12,512,6.5,12MP,4500,Android,4.6,9/27/2023,TRUE
702,Realme Ultra 26,Realme,5753547,6,256,6.7,12MP,5000,Android,3,3/1/2022,FALSE
703,Realme Ultra 27,Realme,12913883,8,256,6.7,12MP,4500,Android,2.6,8/3/2022,TRUE
704,Realme Ultra 30,Realme,20152446,16,128,6.8,64MP,5000,Android,3.7,3/4/2021,FALSE
705,Realme Ultra 30,Realme,17919919,8,64,6.7,64MP,5000,Android,3,3/21/2023,TRUE
706,Realme Ultra 30,Realme,5282924,12,64,6.7,64MP,4000,Android,2.9,7/19/2021,FALSE
707,Realme Ultra 5,Realme,3857566,4,256,5.5,108MP,6000,Android,4.4,1/11/2019,TRUE
708,Realme Ultra 6,Realme,17223212,8,64,6.7,50MP,4500,Android,3.8,3/4/2021,FALSE
709,Realme Ultra 7,Realme,8688113,8,64,6.1,12MP,4500,Android,4.9,12/4/2022,FALSE
710,Realme Ultra 8,Realme,5851303,16,64,6.1,50MP,4500,Android,1.2,1/1/2020,TRUE
711,Realme Ultra 8,Realme,10582579,16,128,6.1,108MP,4000,Android,1.5,1/31/2020,TRUE
712,Realme Ultra 9,Realme,18859573,6,64,6.4,50MP,6000,Android,1.1,10/4/2022,TRUE
713,Samsung Max 10,Samsung,18839355,4,512,5.5,50MP,6000,Android,1.4,2/23/2020,TRUE
714,Samsung Max 12,Samsung,5388186,16,256,6.5,50MP,4000,Android,1.2,3/24/2019,FALSE
715,Samsung Max 14,Samsung,11392563,6,64,6.4,64MP,4500,Android,2.1,12/27/2022,FALSE
716,Samsung Max 14,Samsung,8625381,12,256,6.8,50MP,4000,Android,4.8,10/29/2023,TRUE
717,Samsung Max 16,Samsung,13957467,12,64,5.5,50MP,6000,Android,4.9,8/12/2020,TRUE
718,Samsung Max 16,Samsung,11941512,12,128,6.7,12MP,5000,Android,2.9,5/21/2019,FALSE
719,Samsung Max 17,Samsung,19005580,16,256,5.5,48MP,6000,Android,4,3/25/2021,TRUE
720,Samsung Max 18,Samsung,2363295,12,256,6.1,12MP,5000,Android,1.1,4/18/2019,TRUE
721,Samsung Max 18,Samsung,6767320,8,512,6.7,48MP,5000,Android,4.8,9/21/2023,TRUE
722,Samsung Max 18,Samsung,21222536,12,128,5.5,108MP,4000,Android,3.3,1/4/2023,TRUE
723,Samsung Max 18,Samsung,21006863,16,128,6.4,12MP,4000,Android,3,5/5/2020,TRUE
724,Samsung Max 20,Samsung,12339030,8,512,5.5,108MP,4500,Android,3,12/4/2023,FALSE
725,Samsung Max 20,Samsung,15573726,12,256,5.5,48MP,4000,Android,4.1,2/18/2021,FALSE
726,Samsung Max 22,Samsung,9529787,4,512,6.7,12MP,6000,Android,2.9,5/1/2024,FALSE
727,Samsung Max 23,Samsung,10595253,4,512,6.1,64MP,4500,Android,3.2,5/28/2024,FALSE
728,Samsung Max 24,Samsung,24283873,8,128,6.4,108MP,5000,Android,2.8,11/18/2022,FALSE
729,Samsung Max 24,Samsung,2913167,8,128,6.5,108MP,4500,Android,2.3,7/20/2020,TRUE
730,Samsung Max 24,Samsung,12193503,12,256,6.4,12MP,6000,Android,2.6,10/1/2022,FALSE
731,Samsung Max 25,Samsung,15252644,12,512,6.1,12MP,4500,Android,4.6,10/30/2021,TRUE
732,Samsung Max 25,Samsung,18491146,4,128,6.4,108MP,4500,Android,4.5,6/11/2019,FALSE
733,Samsung Max 26,Samsung,14950161,12,512,5.5,50MP,6000,Android,4.3,1/31/2021,FALSE
734,Samsung Max 26,Samsung,23051763,4,512,6.5,48MP,4000,Android,3.9,7/21/2019,FALSE
735,Samsung Max 28,Samsung,13219219,4,64,6.7,48MP,6000,Android,3.2,6/4/2021,FALSE
736,Samsung Max 28,Samsung,21458925,4,256,6.8,12MP,4500,Android,4.3,4/28/2020,FALSE
737,Samsung Max 29,Samsung,24261645,16,512,6.7,64MP,6000,Android,1.2,2/21/2023,FALSE
738,Samsung Max 30,Samsung,11718028,8,128,5.5,12MP,5000,Android,2.1,2/24/2022,FALSE
739,Samsung Max 30,Samsung,3866755,8,256,6.7,64MP,4500,Android,4.5,8/30/2023,TRUE
740,Samsung Max 30,Samsung,1987608,6,512,6.1,64MP,6000,Android,3.1,10/27/2021,TRUE
741,Samsung Max 5,Samsung,15247695,8,256,5.5,50MP,4500,Android,2.3,9/13/2019,TRUE
742,Samsung Max 5,Samsung,18642958,8,128,6.4,64MP,6000,Android,2.4,6/22/2021,FALSE
743,Samsung Max 6,Samsung,13745538,16,512,5.5,48MP,4000,Android,3.9,2/3/2019,FALSE
744,Samsung Max 7,Samsung,21033265,6,512,6.7,12MP,5000,Android,2.2,4/14/2023,TRUE
745,Samsung Note 15,Samsung,9414993,16,64,6.1,48MP,5000,Android,2.6,3/31/2019,TRUE
746,Samsung Note 15,Samsung,15426365,6,128,6.1,64MP,4000,Android,2.3,9/5/2019,TRUE
747,Samsung Note 16,Samsung,10835276,12,256,6.4,50MP,6000,Android,1.5,3/17/2023,TRUE
748,Samsung Note 17,Samsung,1609969,4,128,6.4,12MP,6000,Android,4.9,5/22/2023,TRUE
749,Samsung Note 17,Samsung,17552103,16,64,5.5,108MP,4000,Android,3.9,8/13/2020,TRUE
750,Samsung Note 19,Samsung,16161072,16,64,6.5,108MP,6000,Android,1.2,3/1/2023,TRUE
751,Samsung Note 20,Samsung,11989537,12,512,6.5,48MP,5000,Android,3.1,12/11/2022,FALSE
752,Samsung Note 21,Samsung,14835439,12,128,5.5,12MP,6000,Android,4.5,11/13/2020,FALSE
753,Samsung Note 22,Samsung,4749255,6,64,6.8,12MP,5000,Android,4.4,10/29/2022,FALSE
754,Samsung Note 22,Samsung,6086585,6,128,6.5,12MP,5000,Android,2.4,12/24/2022,TRUE
755,Samsung Note 23,Samsung,8749452,6,256,5.5,48MP,4000,Android,3.6,12/30/2023,TRUE
756,Samsung Note 23,Samsung,24060437,8,512,6.7,48MP,6000,Android,2.4,2/6/2019,FALSE
757,Samsung Note 25,Samsung,15516033,6,128,6.8,50MP,5000,Android,1.3,6/9/2023,TRUE
758,Samsung Note 25,Samsung,9121191,16,64,6.5,12MP,4500,Android,2.9,1/28/2020,TRUE
759,Samsung Note 27,Samsung,18589276,12,64,6.1,64MP,4500,Android,3.9,3/12/2023,FALSE
760,Samsung Note 28,Samsung,6923289,6,512,5.5,12MP,4000,Android,4.2,7/17/2019,FALSE
761,Samsung Note 28,Samsung,6659704,8,512,6.7,50MP,4500,Android,2.3,11/29/2022,FALSE
762,Samsung Note 29,Samsung,24208109,6,256,6.4,12MP,5000,Android,3.6,8/18/2020,FALSE
763,Samsung Note 29,Samsung,2453928,8,256,6.8,50MP,5000,Android,3.1,4/11/2021,FALSE
764,Samsung Note 5,Samsung,19876000,8,512,6.5,12MP,4000,Android,4.8,7/9/2022,TRUE
765,Samsung Note 5,Samsung,12619391,4,64,5.5,108MP,4000,Android,1.8,2/6/2021,TRUE
766,Samsung Note 6,Samsung,22245436,6,512,6.8,64MP,4500,Android,3.2,5/14/2024,FALSE
767,Samsung Note 8,Samsung,9638947,4,128,6.7,12MP,5000,Android,4,6/27/2019,FALSE
768,Samsung Pro 10,Samsung,15654532,4,128,6.5,50MP,4000,Android,2.1,8/25/2023,TRUE
